pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	rs16912145,rs2069408,rs9357155,rs8102137,rs831571
reactome	R-HSA-68827	CDT1 association with the CDC6:ORC:origin complex	rs16991615,rs9357155,rs837763,rs831571,rs236114
reactome	R-HSA-447041	CHL1 interactions	rs1551943,rs10510181,rs6764363
reactome	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	rs999943,rs2306677,rs2659546
reactome	R-HSA-5607764	CLEC7A (Dectin-1) signaling	rs999943,rs2306677,rs968451,rs8016947,rs2659546,rs4077515,rs290986,rs10781500,rs16912145,rs9357155,rs7238078,rs2413583,rs7665090,rs831571
reactome	R-HSA-5660668	CLEC7A/inflammasome pathway	rs7665090,rs7238078
reactome	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	rs183211,rs2297909,rs910316,rs1541160,rs2208059,rs199533,rs4714261,rs7581919,rs6583826
reactome	R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	rs7570971,rs17030613,rs2284063,rs4954218,rs4906172,rs738322,rs10844154,rs12138950,rs708224,rs6001027,rs261902,rs7112513,rs7435
reactome	R-HSA-6807878	COPI-mediated anterograde transport	rs10994397,rs2280543,rs17608766,rs17030613,rs7993214,rs7111341,rs4906172,rs10761482,rs4948418,rs11898505,rs183211,rs12138950,rs910316,rs11602954,rs199533,rs3815148
reactome	R-HSA-204005	COPII-mediated vesicle transport	rs12658202,rs17608766,rs454305,rs183211,rs10760706,rs199533,rs910316,rs516636,rs10913469,rs633715
reactome	R-HSA-140180	COX reactions	
reactome	R-HSA-199920	CREB phosphorylation	rs17291650
reactome	R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	rs4764039,rs10898392,rs3885683,rs1127065,rs3743200,rs17148090,rs4764043,rs2283792,rs10501570,rs2160519
reactome	R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	rs7798500,rs263238,rs13224682
reactome	R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	rs10491334,rs758642,rs1127065
reactome	R-HSA-8874211	CREB3 factors activate genes	
reactome	R-HSA-399956	CRMPs in Sema3A signaling	rs9871760
reactome	R-HSA-2024101	CS/DS degradation	rs530501,rs337847,rs1064395,rs310501
reactome	R-HSA-389513	CTLA4 inhibitory signaling	rs4132509,rs231735,rs1024161,rs11158493,rs9282641
reactome	R-HSA-211999	CYP2E1 reactions	rs4086116,rs2185570,rs12767583,rs1057910,rs10509680
reactome	R-HSA-111996	Ca-dependent events	rs2283792,rs263238,rs758642,rs2877716,rs1127065,rs3889237,rs2601828,rs13224682,rs7798500,rs10491334
reactome	R-HSA-1296052	Ca2+ activated K+ channels	rs13376333,rs4979906
reactome	R-HSA-4086398	Ca2+ pathway	rs956237,rs999943,rs3796804,rs6056209,rs2306677,rs291353,rs7903146,rs12484776,rs7922491,rs139909,rs9623117,rs3889237,rs2659546,rs6118083,rs4944092,rs7901695,rs1869901,rs710841
reactome	R-HSA-111997	CaM pathway	rs263238,rs758642,rs2877716,rs1127065,rs3889237,rs2601828,rs13224682,rs7798500,rs10491334
reactome	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB	rs10491334,rs758642,rs1127065
reactome	R-HSA-2025928	Calcineurin activates NFAT	rs2659546
reactome	R-HSA-419812	Calcitonin-like ligand receptors	
reactome	R-HSA-111933	Calmodulin induced events	rs263238,rs758642,rs2877716,rs1127065,rs3889237,rs2601828,rs13224682,rs7798500,rs10491334
reactome	R-HSA-901042	Calnexin/calreticulin cycle	
reactome	R-HSA-111957	Cam-PDE 1 activation	
reactome	R-HSA-72737	Cap-dependent Translation Initiation	rs10507380,rs12580100,rs16892766,rs2280401,rs12420464,rs6604026
reactome	R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	rs2011905,rs7539409
reactome	R-HSA-5576891	Cardiac conduction	rs3807375,rs2229116,rs2070615,rs5215,rs3825214,rs975121,rs10919071,rs2819742,rs2819770,rs2237886,rs2580816,rs2270676,rs4725982,rs999943,rs6795970,rs2681472,rs4640244,rs13015447,rs4074536,rs7554607,rs6544997,rs358592,rs2306677,rs727957,rs11957313,rs2237892,rs1127065,rs3922844,rs11065611,rs179429,rs2281845,rs12576239,rs216013,rs6800541,rs8079702,rs12053903,rs7069923,rs12883884,rs1440072,rs5219,rs7076247,rs6807064,rs2681492,rs163182,rs2237878
reactome	R-HSA-5694530	Cargo concentration in the ER	rs910316,rs12658202,rs17608766,rs454305
reactome	R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	rs1350666,rs454305,rs3194051,rs1799852,rs6673480,rs2544390,rs693,rs1755289,rs6754295,rs6511720,rs11668477,rs6917747,rs10810865,rs16889440,rs860413,rs1049296,rs6897932,rs673548,rs1867504,rs541041,rs3811647,rs830998,rs3851179,rs536841,rs7577851,rs2562784,rs2228671,rs11979158
reactome	R-HSA-5620920	Cargo trafficking to the periciliary membrane	rs2066938,rs6918152,rs11739663,rs9814870,rs10488172,rs12210050
reactome	R-HSA-71262	Carnitine synthesis	
reactome	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	rs2234978,rs13278062
reactome	R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	rs7504990,rs11141915,rs768048
reactome	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	rs11141915,rs13278062,rs768048,rs7504990,rs2234978
reactome	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	rs242557,rs8070723
reactome	R-HSA-209905	Catecholamine biosynthesis	
reactome	R-HSA-426117	Cation-coupled Chloride cotransporters	rs10089,rs4580814
reactome	R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	rs1493682,rs16912145,rs9357155,rs831571
reactome	R-HSA-1640170	Cell Cycle	rs2312147,rs11661542,rs12143943,rs2736100,rs9642880,rs438034,rs1031381,rs2807580,rs16912145,rs738722,rs2283792,rs2835810,rs4294134,rs11968166,rs1063192,rs2282978,rs16991615,rs2916733,rs11082304,rs10460009,rs1007738,rs4906172,rs1490388,rs837763,rs236114,rs2431697,rs2244012,rs4132509,rs2277339,rs4800148,rs4369779,rs3768716,rs12913832,rs10758669,rs11611647,rs2236164,rs10876993,rs12483205,rs3131379,rs445,rs1547014,rs4668356,rs17077154,rs690705,rs8102137,rs1493682,rs16861990,rs1667394,rs7798500,rs990324,rs1561570,rs1801516,rs7158173,rs2069408,rs730566,rs6435862,rs3218097,rs2301436,rs1321311,rs12199222,rs4238010,rs3889237,rs784411,rs11158493,rs9357155,rs13224682,rs365132,rs2853676,rs2718812,rs9388489,rs831571
reactome	R-HSA-69620	Cell Cycle Checkpoints	rs11661542,rs12143943,rs438034,rs1547014,rs690705,rs16912145,rs1493682,rs8102137,rs1667394,rs738722,rs3768716,rs1801516,rs2069408,rs16991615,rs730566,rs1007738,rs6435862,rs4906172,rs1321311,rs236114,rs11158493,rs365132,rs2244012,rs9357155,rs2718812,rs12913832,rs831571
reactome	R-HSA-69278	Cell Cycle, Mitotic	rs2312147,rs9642880,rs438034,rs1031381,rs2807580,rs16912145,rs2283792,rs2835810,rs4294134,rs11968166,rs1063192,rs2282978,rs16991615,rs2916733,rs11082304,rs10460009,rs1007738,rs4906172,rs837763,rs236114,rs2431697,rs4132509,rs2277339,rs4800148,rs4369779,rs10758669,rs11611647,rs2236164,rs10876993,rs12483205,rs445,rs4668356,rs17077154,rs690705,rs8102137,rs1493682,rs16861990,rs990324,rs1561570,rs7158173,rs2069408,rs3218097,rs2301436,rs1321311,rs12199222,rs4238010,rs3889237,rs784411,rs11158493,rs9357155,rs13224682,rs7798500,rs831571
reactome	R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	rs3780792,rs11842874,rs477895,rs6063312,rs12344583,rs2062583,rs1354034
reactome	R-HSA-446728	Cell junction organization	rs7255066,rs8055236,rs4468878,rs7905537,rs4479806,rs6462411,rs2268983,rs1474747,rs4783244,rs4701252,rs6122972,rs3784962,rs525410,rs2298574,rs9929218,rs1970546,rs13078807,rs11645366,rs3816995,rs12621278,rs10489849,rs944260,rs9292394,rs4925189,rs6563943
reactome	R-HSA-1222541	Cell redox homeostasis	
reactome	R-HSA-202733	Cell surface interactions at the vascular wall	rs11574637,rs3807989,rs8101881,rs3177980,rs693,rs13278062,rs1335532,rs6754295,rs441051,rs10919071,rs3923113,rs17174870,rs9888739,rs6136,rs673548,rs1569476,rs541041,rs1574192,rs10871290,rs1008953,rs17581368,rs11150610,rs6504218,rs17001239,rs867186,rs12621278,rs10195252,rs140174
reactome	R-HSA-1500931	Cell-Cell communication	rs7255066,rs8055236,rs4468878,rs1557488,rs11898505,rs7905537,rs4479806,rs6462411,rs2268983,rs1474747,rs4783244,rs4701252,rs6122972,rs3784962,rs525410,rs4935969,rs7804356,rs2298574,rs9929218,rs1970546,rs13078807,rs11645366,rs3816995,rs12621278,rs10489849,rs944260,rs1939992,rs9292394,rs4925189,rs6563943
reactome	R-HSA-421270	Cell-cell junction organization	rs7255066,rs8055236,rs4468878,rs7905537,rs4479806,rs6462411,rs1474747,rs4783244,rs4701252,rs6122972,rs3784962,rs2298574,rs9929218,rs1970546,rs11645366,rs13078807,rs3816995,rs10489849,rs944260,rs9292394,rs4925189,rs6563943
reactome	R-HSA-446353	Cell-extracellular matrix interactions	rs2268983
reactome	R-HSA-2559583	Cellular Senescence	rs11221332,rs744166,rs10876993,rs6590330,rs12143943,rs7742369,rs445,rs12424086,rs16912145,rs8102137,rs2283792,rs8756,rs1801516,rs1063192,rs2069408,rs2282978,rs12484776,rs1321311,rs7979673,rs139909,rs2088885,rs2244012,rs9623117,rs1776897,rs7665090,rs4601609
reactome	R-HSA-189200	Cellular hexose transport	rs6834555,rs16890979,rs13129697,rs3775948,rs737267,rs733175
reactome	R-HSA-3371556	Cellular response to heat stress	rs12199222,rs1801516,rs17036350,rs1127065,rs2234962,rs2283792,rs4294134
reactome	R-HSA-1234174	Cellular response to hypoxia	rs16912145,rs9357155,rs9472138,rs7579899,rs831571
reactome	R-HSA-8953897	Cellular responses to external stimuli	rs11221332,rs17030613,rs17036350,rs6590330,rs5031002,rs12143943,rs7795096,rs2075650,rs6625163,rs7805747,rs16912145,rs7579899,rs2283792,rs8756,rs4294134,rs3792109,rs6610953,rs1063192,rs2282978,rs4906172,rs7979673,rs9623117,rs12138950,rs2244012,rs4601609,rs1490453,rs5919432,rs744166,rs10876993,rs7742369,rs445,rs1127065,rs12424086,rs8102137,rs9472138,rs1801516,rs694739,rs2069408,rs12484776,rs12537,rs139909,rs1321311,rs12199222,rs4821544,rs2088885,rs9357155,rs1776897,rs7665090,rs2234962,rs157580,rs831571,rs2241880
reactome	R-HSA-2262752	Cellular responses to stress	rs11221332,rs17030613,rs17036350,rs6590330,rs5031002,rs12143943,rs6625163,rs16912145,rs7579899,rs2283792,rs8756,rs4294134,rs1063192,rs2282978,rs4906172,rs7979673,rs9623117,rs12138950,rs2244012,rs4601609,rs1490453,rs5919432,rs744166,rs10876993,rs7742369,rs445,rs1127065,rs12424086,rs8102137,rs9472138,rs1801516,rs694739,rs2069408,rs12484776,rs139909,rs1321311,rs12199222,rs4821544,rs2088885,rs9357155,rs1776897,rs7665090,rs2234962,rs831571
reactome	R-HSA-380287	Centrosome maturation	rs784411,rs2236164,rs16861990,rs7798500,rs13224682,rs1007738,rs4906172,rs2301436
reactome	R-HSA-193681	Ceramide signalling	
reactome	R-HSA-163765	ChREBP activates metabolic gene expression	
reactome	R-HSA-9613829	Chaperone Mediated Autophagy	rs7795096,rs7805747
reactome	R-HSA-390466	Chaperonin-mediated protein folding	rs8102137,rs744166,rs291353,rs10456809,rs429608,rs4903031
reactome	R-HSA-380108	Chemokine receptors bind chemokines	rs6421571,rs630923,rs3093024,rs13314993,rs951005,rs3093023,rs882300,rs1746048
reactome	R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	rs738722,rs1547014
reactome	R-HSA-191273	Cholesterol biosynthesis	rs3846662,rs2645424
reactome	R-HSA-6807047	Cholesterol biosynthesis via desmosterol	
reactome	R-HSA-6807062	Cholesterol biosynthesis via lathosterol	
reactome	R-HSA-6798163	Choline catabolism	
reactome	R-HSA-2022870	Chondroitin sulfate biosynthesis	rs1064395,rs310501
reactome	R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	rs2500535,rs1064395,rs1574192,rs2352028,rs16946160,rs337847,rs1008953,rs9523762,rs8002779,rs530501,rs310501
reactome	R-HSA-3247509	Chromatin modifying enzymes	rs2240335,rs7089424,rs10876993,rs4742269,rs6774494,rs10948197,rs7538876,rs16938437,rs1713985,rs3799977,rs6009824,rs2900333,rs2651899,rs17050782,rs12423712,rs2251219,rs7665090,rs2517388,rs10758669,rs9395066
reactome	R-HSA-4839726	Chromatin organization	rs2240335,rs7089424,rs10876993,rs4742269,rs6774494,rs10948197,rs7538876,rs16938437,rs1713985,rs3799977,rs6009824,rs2900333,rs2651899,rs17050782,rs12423712,rs2251219,rs7665090,rs2517388,rs10758669,rs9395066
reactome	R-HSA-73886	Chromosome Maintenance	rs690705,rs2277339,rs2853676,rs2736100,rs1490388,rs9388489
reactome	R-HSA-8963888	Chylomicron assembly	rs541041,rs693,rs6754295,rs673548
reactome	R-HSA-8964026	Chylomicron clearance	rs541041,rs1532085,rs693,rs6754295,rs3825776,rs10468017,rs6511720,rs11668477,rs2228671,rs673548,rs4775031
reactome	R-HSA-8963901	Chylomicron remodeling	rs541041,rs6754295,rs12678919,rs693,rs12272004,rs673548,rs10096633,rs2083637
reactome	R-HSA-5617833	Cilium Assembly	rs2066938,rs9814870,rs11739663,rs2236164,rs11154801,rs1007738,rs4906172,rs2301436,rs6918152,rs3739070,rs784411,rs13224682,rs1541160,rs8007661,rs7798500,rs10488172,rs12210050
reactome	R-HSA-400253	Circadian Clock	rs11868035,rs6442925,rs1366594,rs3743266,rs12915189,rs809736,rs11071559,rs10423674,rs340029,rs339969,rs2229741,rs3784609
reactome	R-HSA-71403	Citric acid cycle (TCA cycle)	rs6792584,rs732528
reactome	R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	rs12970134,rs1403543,rs82625,rs3995090,rs1387153,rs7591064,rs17111394,rs882300,rs572169,rs4613763,rs154659,rs3758354,rs10861905,rs12101261,rs2119704,rs951005,rs8017455,rs630923,rs1746048,rs11214606,rs1010254,rs2166706,rs1447352,rs13314993,rs10871777,rs2782980,rs6842241,rs3093024,rs571312,rs869244,rs2268363,rs4676406,rs4650608,rs3093023,rs4785763,rs13405728,rs1983853,rs6421571,rs2274459,rs1878022,rs710446
reactome	R-HSA-373080	Class B/2 (Secretin family receptors)	rs2074404,rs291353,rs16826658,rs11671664,rs9303521,rs415430,rs7349332,rs4944092,rs393152
reactome	R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	rs1801725,rs11971186,rs29232,rs12063142,rs17864092,rs9870680,rs10831496,rs17691394
reactome	R-HSA-983169	Class I MHC mediated antigen processing & presentation	rs3769124,rs10871454,rs17116334,rs3129055,rs16912145,rs2860580,rs27434,rs13437082,rs11643520,rs4821112,rs4713693,rs11630290,rs6565681,rs1394125,rs9264942,rs12913832,rs2523608,rs30187,rs9468925,rs13160562,rs10484554,rs1667394,rs3757354,rs5754217,rs2430212,rs1568657,rs17277546,rs13236689,rs2437258,rs6966038,rs7208487,rs13390159,rs4821544,rs3772130,rs2247056,rs9357155,rs2523809,rs831571
reactome	R-HSA-9603798	Class I peroxisomal membrane protein import	rs4471028,rs12741973
reactome	R-HSA-1296053	Classical Kir channels	rs4640244,rs8079702
reactome	R-HSA-173623	Classical antibody-mediated complement activation	rs2794520,rs2808630,rs11265260,rs12093699
reactome	R-HSA-8856828	Clathrin-mediated endocytosis	rs1350666,rs237238,rs744373,rs454305,rs6673480,rs6511720,rs12989701,rs10810865,rs860413,rs6897932,rs673548,rs541041,rs3811647,rs830998,rs1167796,rs1011731,rs2562784,rs1413885,rs3194051,rs1799852,rs2544390,rs693,rs6754295,rs1755289,rs11668477,rs6917747,rs16889440,rs1049296,rs1867504,rs3851179,rs678962,rs1564282,rs7561528,rs2502731,rs536841,rs7577851,rs2228671,rs11979158
reactome	R-HSA-110331	Cleavage of the damaged purine	rs1395479
reactome	R-HSA-110329	Cleavage of the damaged pyrimidine	rs1395479
reactome	R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	rs10508517,rs1801239,rs7134594,rs11254363,rs6602175
reactome	R-HSA-196783	Coenzyme A biosynthesis	rs11185790
reactome	R-HSA-2470946	Cohesin Loading onto Chromatin	rs990324
reactome	R-HSA-1650814	Collagen biosynthesis and modifying enzymes	rs1816002,rs10874639,rs946053,rs606452,rs441051,rs7319311,rs7077164,rs7044529,rs3742207,rs1227756,rs4956211
reactome	R-HSA-8948216	Collagen chain trimerization	rs946053,rs10874639,rs441051,rs7319311,rs7077164,rs7044529,rs3742207,rs1227756,rs4956211
reactome	R-HSA-1442490	Collagen degradation	rs495366,rs10874639,rs441051,rs7319311,rs7077164,rs7044529,rs3742207,rs855791,rs4820268,rs1227756,rs4956211
reactome	R-HSA-1474290	Collagen formation	rs495366,rs4956211,rs1816002,rs10874639,rs946053,rs606452,rs441051,rs893817,rs7319311,rs12621278,rs7077164,rs7044529,rs3742207,rs1227756,rs525410
reactome	R-HSA-140875	Common Pathway of Fibrin Clot Formation	rs6056,rs749005,rs867186
reactome	R-HSA-8948700	Competing endogenous RNAs (ceRNAs) regulate PTEN translation	rs12484776,rs139909,rs9623117
reactome	R-HSA-166658	Complement cascade	rs569214,rs10033900,rs12034383,rs11265260,rs6677604,rs2808630,rs3818361,rs12093699,rs1329428,rs2794520,rs3813948,rs6701713
reactome	R-HSA-6799198	Complex I biogenesis	rs7142881,rs2039485
reactome	R-HSA-2514853	Condensation of Prometaphase Chromosomes	
reactome	R-HSA-2299718	Condensation of Prophase Chromosomes	rs17077154,rs2916733,rs1031381
reactome	R-HSA-177135	Conjugation of benzoate with glycine	rs433598,rs9473582
reactome	R-HSA-159424	Conjugation of carboxylic acids	rs433598,rs9473582
reactome	R-HSA-177162	Conjugation of phenylacetate with glutamine	rs433598
reactome	R-HSA-177128	Conjugation of salicylate with glycine	rs9473582
reactome	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	rs4660531,rs9480865,rs1321311,rs477895,rs4132509,rs17036350,rs2755237,rs2153960
reactome	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	rs1350666,rs454305,rs1484170,rs2114039,rs6902771,rs10243024,rs4338740,rs3805236,rs12821256,rs2121875,rs2504063,rs9282641,rs1458038,rs1999805,rs10748128,rs4675374,rs1219648,rs7578326,rs543650,rs152528,rs7677751,rs2981579,rs2943641,rs17369571,rs11979158,rs995030,rs2439312,rs3782181
reactome	R-HSA-5637810	Constitutive Signaling by EGFRvIII	rs3805236,rs11979158
reactome	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	rs3805236,rs11979158
reactome	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	rs2273061
reactome	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	rs11984041,rs12423712,rs2597513,rs9642880,rs2273061
reactome	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	rs11984041,rs12423712,rs2597513,rs9642880,rs2273061
reactome	R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	rs2273061
reactome	R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	rs16912145
reactome	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	rs4903031,rs291353
reactome	R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	
reactome	R-HSA-388841	Costimulation by the CD28 family	rs17036350,rs762421,rs10484561,rs3129890,rs987870,rs9282641,rs3135363,rs9275698,rs4675374,rs660895,rs231735,rs3135338,rs2647012,rs1378942,rs9275572,rs4132509,rs2084385,rs7453920,rs3129882,rs864537,rs2056626,rs9277535,rs2856718,rs7775228,rs4819388,rs9357152,rs2301271,rs3077,rs13192471,rs6903608,rs7765379,rs1024161,rs11158493,rs9271366,rs7774434,rs2858331,rs6051520,rs2647044,rs6457617
reactome	R-HSA-71288	Creatine metabolism	
reactome	R-HSA-166786	Creation of C4 and C2 activators	rs2794520,rs2808630,rs11265260,rs12093699
reactome	R-HSA-8949613	Cristae formation	
reactome	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	rs13236689,rs4821544
reactome	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	rs9357155,rs831571,rs2437258
reactome	R-HSA-2243919	Crosslinking of collagen fibrils	rs3742207,rs441051,rs7319311,rs893817
